d,b,r,c,k,m,m_metrics,initial_model_type,initial_g,initial_k,actions_sequence,state_trajectory,total_steps,total_reward,final_model_type,final_g,final_k,decision,terminal_subtype,decision_full
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.156, 0.726, 0.945, 0.738]",M2,"['0.002', '0.002', '0.989', '0.007']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_accept,M2[hig0.99|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.82|k=evidence] -> M1[hig0.59|k=evidence] -> M1[min0.85|k=proposed] -> M1[min0.25|k=final],7,51.5,M1,"['0.854', '0.000', '0.146', '0.000']",proposed,Accept,M1_b,Accept_M1_b
image,categorisation,false,non_compliant,start,insufficient,"[0.146, 0.817, 0.93, 0.787]",M4,"['0.002', '0.003', '0.026', '0.968']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.97|k=start] -> M4[ban0.97|k=start] -> M4[ban0.97|k=start] -> M2[ban0.50|k=start] -> M3[hig1.00|k=evidence] -> M3[min0.25|k=final],5,-84.9,M3,"['0.000', '0.000', '1.000', '0.000']",evidence,Reject,M3_d,Reject_M3_d
unstructured_text,none,false,EU_only,start,insufficient,"[0.138, 0.822, 0.726, 0.901]",M1,"['0.251', '0.168', '0.168', '0.413']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[ban0.41|k=start] -> M1[min0.76|k=evidence] -> M1[min0.92|k=evidence] -> M1[min0.25|k=final],6,-50.55,M1,"['0.924', '0.073', '0.001', '0.002']",evidence,Reject,M1_b,Reject_M1_b
unstructured_text,verification,high-risk,non_compliant,start,insufficient,"[0.055, 0.725, 0.788, 0.726]",M3,"['0.008', '0.017', '0.947', '0.029']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[min0.25|k=final],4,31.0,M3,"['0.008', '0.017', '0.947', '0.029']",start,Reject,M3_d,Reject_M3_d
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.038, 0.939, 0.861, 0.725]",M2,"['0.006', '0.005', '0.967', '0.022']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.97|k=start] -> M3[hig0.98|k=start] -> M3[hig0.98|k=start] -> M3[hig0.98|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.003', '0.003', '0.980', '0.013']",start,Reject,M3_d,Reject_M3_d
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.158, 0.919, 0.802, 0.717]",M2,"['0.001', '0.002', '0.990', '0.006']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M2[hig0.99|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M2[hig0.74|k=evidence] -> M4[ban0.92|k=evidence] -> M4[min0.25|k=final],6,-35.44,M4,"['0.001', '0.000', '0.080', '0.919']",evidence,Reject,M4_d,Reject_M4_d
unstructured_text,remote_id,high-risk,non_compliant,start,suboptimal,"[0.038, 0.867, 0.967, 0.846]",M3,"['0.001', '0.001', '0.997', '0.001']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig1.00|k=start] -> M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,46.0,M3,"['0.002', '0.003', '0.993', '0.002']",start,Reject,M3_d,Reject_M3_d
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.075, 0.807, 0.971, 0.745]",M3,"['0.001', '0.001', '0.995', '0.004']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,-99.0,M3,"['0.001', '0.001', '0.995', '0.004']",start,Reject,M3_d,Reject_M3_d
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.039, 0.961, 0.98, 0.753]",M2,"['0.006', '0.005', '0.967', '0.022']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.97|k=start] -> M2[hig0.97|k=start] -> M3[hig0.98|k=start] -> M2[hig0.98|k=start] -> M2[min0.25|k=final],4,-34.0,M2,"['0.004', '0.004', '0.976', '0.016']",start,Reject,M2_d,Reject_M2_d
structured,none,false,non_compliant,start,insufficient,"[0.056, 0.819, 0.796, 0.728]",M3,"['0.105', '0.086', '0.522', '0.286']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.52|k=start] -> M3[hig0.52|k=start] -> M3[hig0.52|k=start] -> M2[hig0.35|k=start] -> M4[ban0.59|k=evidence] -> M3[hig1.00|k=evidence] -> M3[min0.25|k=final],6,54.6,M3,"['0.000', '0.000', '0.999', '0.000']",evidence,Reject,M3_d,Reject_M3_d
image,remote_id,high-risk,EU_only,start,suboptimal,"[0.105, 0.931, 0.875, 0.947]",M2,"['0.004', '0.009', '0.983', '0.004']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.98|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M2[min0.25|k=final],4,-34.0,M2,"['0.003', '0.008', '0.986', '0.003']",start,Reject,M2_c,Reject_M2_c
image,categorisation,false,adequacy,start,insufficient,"[0.197, 0.919, 0.832, 0.706]",M4,"['0.004', '0.006', '0.007', '0.983']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.98|k=start] -> M2[ban0.51|k=start] -> M3[hig0.67|k=start] -> M3[hig0.67|k=start] -> M3[hig0.99|k=evidence] -> M3[min0.25|k=final],5,45.16,M3,"['0.001', '0.009', '0.985', '0.005']",evidence,Reject,M3_c,Reject_M3_c
multimodal,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.07, 0.887, 0.876, 0.979]",M3,"['0.001', '0.002', '0.997', '0.001']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig1.00|k=start] -> M2[hig1.00|k=start] -> M1[hig0.84|k=start] -> M1[hig0.84|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-19.88,M2,"['0.000', '0.003', '0.996', '0.001']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.174, 0.843, 0.989, 0.715]",M4,"['0.004', '0.004', '0.005', '0.987']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.99|k=start] -> M4[ban0.99|k=start] -> M2[ban0.52|k=start] -> M1[ban0.30|k=start] -> M2[hig0.96|k=evidence] -> M2[min0.25|k=final],5,-59.74,M2,"['0.000', '0.033', '0.961', '0.006']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,verification,high-risk,adequacy,start,insufficient,"[0.176, 0.712, 0.967, 0.838]",M2,"['0.039', '0.091', '0.783', '0.087']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.78|k=start] -> M3[hig0.87|k=start] -> M3[hig0.87|k=start] -> M3[hig0.87|k=start] -> M3[min0.25|k=final],4,-59.0,M3,"['0.023', '0.054', '0.865', '0.058']",start,Reject,M3_d,Reject_M3_d
structured,verification,high-risk,EU_only,start,suboptimal,"[0.107, 0.935, 0.966, 0.92]",M2,"['0.049', '0.126', '0.801', '0.024']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.80|k=start] -> M3[hig0.88|k=start] -> M3[hig0.88|k=start] -> M2[hig0.84|k=start] -> M4[ban0.99|k=evidence] -> M4[min0.25|k=final],5,45.14,M4,"['0.002', '0.000', '0.008', '0.990']",evidence,Reject,M4_d,Reject_M4_d
unstructured_text,verification,high-risk,adequacy,start,insufficient,"[0.167, 0.943, 0.794, 0.959]",M2,"['0.039', '0.091', '0.783', '0.087']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.78|k=start] -> M2[hig0.78|k=start] -> M3[hig0.87|k=start] -> M2[hig0.82|k=start] -> M2[hig0.97|k=evidence] -> M2[min0.25|k=final],5,-34.76,M2,"['0.002', '0.030', '0.965', '0.003']",evidence,Reject,M2_d,Reject_M2_d
multimodal,verification,high-risk,inadequate_SCC,start,insufficient,"[0.115, 0.879, 0.709, 0.953]",M3,"['0.006', '0.025', '0.951', '0.017']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[min0.25|k=final],4,31.0,M3,"['0.006', '0.025', '0.951', '0.017']",start,Reject,M3_c,Reject_M3_c
image,remote_id,high-risk,non_compliant,start,insufficient,"[0.027, 0.92, 0.746, 0.818]",M3,"['0.001', '0.001', '0.995', '0.004']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M1[hig0.83|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-19.89,M2,"['0.000', '0.003', '0.997', '0.000']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.101, 0.879, 0.92, 0.72]",M3,"['0.002', '0.003', '0.986', '0.009']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,46.0,M3,"['0.002', '0.003', '0.986', '0.009']",start,Reject,M3_d,Reject_M3_d
video,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.191, 0.918, 0.745, 0.736]",M3,"['0.001', '0.001', '0.995', '0.003']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig1.00|k=start] -> M2[hig0.99|k=start] -> M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M3[min0.25|k=final],4,-84.0,M3,"['0.001', '0.001', '0.995', '0.003']",start,Reject,M3_c,Reject_M3_c
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.046, 0.708, 0.757, 0.808]",M3,"['0.001', '0.001', '0.993', '0.005']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,31.0,M3,"['0.001', '0.001', '0.993', '0.005']",start,Reject,M3_c,Reject_M3_c
video,verification,high-risk,adequacy,start,insufficient,"[0.048, 0.794, 0.885, 0.886]",M2,"['0.014', '0.043', '0.910', '0.034']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.91|k=start] -> M1[hig0.79|k=start] -> M1[hig0.79|k=start] -> M1[hig0.79|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-34.9,M2,"['0.000', '0.000', '0.999', '0.000']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,non_compliant,start,suboptimal,"[0.06, 0.924, 0.963, 0.803]",M3,"['0.001', '0.001', '0.997', '0.001']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig1.00|k=start] -> M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M2[min0.25|k=final],4,-19.0,M2,"['0.003', '0.006', '0.988', '0.003']",start,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.112, 0.708, 0.863, 0.833]",M3,"['0.001', '0.001', '0.993', '0.005']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M2[hig0.98|k=start] -> M2[min0.25|k=final],4,-34.0,M2,"['0.003', '0.003', '0.983', '0.011']",start,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.112, 0.866, 0.82, 0.807]",M3,"['0.002', '0.005', '0.991', '0.002']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M1[hig0.83|k=start] -> M1[hig0.44|k=evidence] -> M1[min0.79|k=evidence] -> M2[hig0.81|k=proposed] -> M2[hig0.75|k=proposed] -> M2[hig0.62|k=proposed] -> M2[min0.25|k=final],9,-35.63,M2,"['0.002', '0.364', '0.623', '0.011']",proposed,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,adequacy,start,insufficient,"[0.026, 0.721, 0.763, 0.792]",M2,"['0.005', '0.006', '0.972', '0.018']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.97|k=start] -> M2[hig0.97|k=start] -> M2[hig0.97|k=start] -> M2[hig0.97|k=start] -> M2[min0.25|k=final],4,-49.0,M2,"['0.005', '0.006', '0.972', '0.018']",start,Reject,M2_d,Reject_M2_d
multimodal,remote_id,high-risk,adequacy,start,insufficient,"[0.086, 0.878, 0.744, 0.948]",M2,"['0.001', '0.002', '0.990', '0.006']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.99|k=start] -> M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,31.0,M3,"['0.001', '0.001', '0.994', '0.004']",start,Reject,M3_d,Reject_M3_d
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.166, 0.815, 0.866, 0.933]",M3,"['0.001', '0.001', '0.993', '0.005']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.98|k=start] -> M1[hig0.83|k=start] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],5,-19.88,M2,"['0.000', '0.004', '0.995', '0.001']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,none,false,inadequate_SCC,start,suboptimal,"[0.07, 0.807, 0.882, 0.914]",M3,"['0.205', '0.338', '0.374', '0.083']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.37|k=start] -> M2[lim0.36|k=start] -> M2[lim0.36|k=start] -> M3[hig0.47|k=start] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],5,55.13,M2,"['0.002', '0.005', '0.992', '0.001']",evidence,Reject,M2_b,Reject_M2_b
unstructured_text,none,false,adequacy,start,insufficient,"[0.088, 0.929, 0.717, 0.874]",M1,"['0.229', '0.207', '0.187', '0.377']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],5,-89.88,M2,"['0.001', '0.004', '0.994', '0.001']",evidence,Reject,M2_c,Reject_M2_c
multimodal,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.061, 0.869, 0.893, 0.937]",M3,"['0.001', '0.002', '0.997', '0.001']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig1.00|k=start] -> M2[hig1.00|k=start] -> M2[hig1.00|k=start] -> M2[hig1.00|k=start] -> M2[min0.25|k=final],4,-34.0,M2,"['0.001', '0.003', '0.995', '0.001']",start,Reject,M2_c,Reject_M2_c
unstructured_text,verification,high-risk,adequacy,start,insufficient,"[0.141, 0.842, 0.713, 0.844]",M2,"['0.039', '0.091', '0.783', '0.087']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M2[hig0.78|k=start] -> M1[hig0.73|k=start] -> M1[hig0.73|k=start] -> M1[hig0.73|k=start] -> M1[hig0.57|k=evidence] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],6,-35.39,M2,"['0.000', '0.002', '0.997', '0.000']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.012, 0.745, 0.961, 0.904]",M2,"['0.006', '0.005', '0.967', '0.022']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.97|k=start] -> M3[hig0.98|k=start] -> M3[hig0.98|k=start] -> M2[hig0.98|k=start] -> M2[min0.25|k=final],4,-34.0,M2,"['0.004', '0.004', '0.976', '0.016']",start,Reject,M2_b,Reject_M2_b
unstructured_text,categorisation,false,adequacy,start,insufficient,"[0.2, 0.832, 0.954, 0.786]",M4,"['0.004', '0.004', '0.005', '0.987']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_eval -> a_reject,M4[ban0.99|k=start] -> M2[ban0.52|k=start] -> M3[hig0.67|k=start] -> M2[hig0.71|k=start] -> M2[hig0.58|k=evidence] -> M4[ban0.85|k=evidence] -> M3[hig1.00|k=proposed] -> M3[min0.25|k=final],7,65.82,M3,"['0.000', '0.000', '1.000', '0.000']",proposed,Reject,M3_d,Reject_M3_d
unstructured_text,none,false,non_compliant,start,insufficient,"[0.035, 0.709, 0.881, 0.979]",M3,"['0.105', '0.086', '0.522', '0.286']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.52|k=start] -> M2[hig0.35|k=start] -> M2[hig0.35|k=start] -> M3[hig0.44|k=start] -> M3[hig0.54|k=evidence] -> M3[hig0.92|k=evidence] -> M3[min0.25|k=final],6,-75.1,M3,"['0.001', '0.004', '0.924', '0.071']",evidence,Reject,M3_c,Reject_M3_c
structured,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.077, 0.887, 0.936, 0.827]",M3,"['0.002', '0.005', '0.991', '0.002']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,-84.0,M3,"['0.002', '0.004', '0.992', '0.002']",start,Reject,M3_c,Reject_M3_c
structured,remote_id,high-risk,EU_only,start,insufficient,"[0.131, 0.92, 0.75, 0.809]",M2,"['0.006', '0.005', '0.967', '0.022']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.97|k=start] -> M2[hig0.97|k=start] -> M2[hig0.97|k=start] -> M2[hig0.97|k=start] -> M2[min0.25|k=final],4,-89.0,M2,"['0.006', '0.005', '0.967', '0.022']",start,Reject,M2_c,Reject_M2_c
multimodal,none,false,inadequate_SCC,start,insufficient,"[0.068, 0.717, 0.78, 0.97]",M3,"['0.095', '0.141', '0.573', '0.191']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.57|k=start] -> M2[hig0.49|k=start] -> M1[min0.34|k=start] -> M1[min0.34|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-19.89,M2,"['0.001', '0.001', '0.997', '0.001']",evidence,Reject,M2_c,Reject_M2_c
image,remote_id,high-risk,inadequate_SCC,start,suboptimal,"[0.102, 0.891, 0.985, 0.839]",M3,"['0.002', '0.006', '0.991', '0.001']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.99|k=start] -> M3[hig0.99|k=start] -> M2[hig0.99|k=start] -> M3[hig0.99|k=start] -> M3[min0.25|k=final],4,-84.0,M3,"['0.002', '0.005', '0.992', '0.002']",start,Reject,M3_c,Reject_M3_c
image,categorisation,false,EU_only,start,insufficient,"[0.034, 0.857, 0.731, 0.737]",M4,"['0.004', '0.004', '0.006', '0.986']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.99|k=start] -> M4[ban0.99|k=start] -> M2[ban0.51|k=start] -> M3[hig0.67|k=start] -> M4[ban0.99|k=evidence] -> M4[min0.25|k=final],5,-84.88,M4,"['0.001', '0.003', '0.003', '0.994']",evidence,Reject,M4_d,Reject_M4_d
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.085, 0.885, 0.831, 0.722]",M3,"['0.001', '0.001', '0.995', '0.003']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig1.00|k=start] -> M2[hig0.99|k=start] -> M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M3[min0.25|k=final],4,46.0,M3,"['0.001', '0.001', '0.995', '0.003']",start,Reject,M3_c,Reject_M3_c
multimodal,verification,high-risk,adequacy,start,insufficient,"[0.121, 0.838, 0.759, 0.73]",M2,"['0.014', '0.043', '0.910', '0.034']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M2[hig0.91|k=start] -> M2[hig0.91|k=start] -> M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[min0.25|k=final],4,-59.0,M3,"['0.008', '0.025', '0.945', '0.022']",start,Reject,M3_c,Reject_M3_c
structured,none,false,non_compliant,start,insufficient,"[0.18, 0.724, 0.894, 0.703]",M3,"['0.105', '0.086', '0.522', '0.286']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M3[hig0.52|k=start] -> M3[hig0.52|k=start] -> M2[hig0.35|k=start] -> M2[hig0.35|k=start] -> M2[hig0.69|k=evidence] -> M4[ban0.86|k=evidence] -> M4[min0.25|k=final],6,-75.0,M4,"['0.000', '0.003', '0.135', '0.862']",evidence,Reject,M4_d,Reject_M4_d
image,none,false,inadequate_SCC,start,insufficient,"[0.157, 0.839, 0.889, 0.822]",M3,"['0.141', '0.256', '0.346', '0.256']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.35|k=start] -> M2[ban0.29|k=start] -> M1[min0.36|k=start] -> M1[min0.36|k=start] -> M2[hig0.90|k=evidence] -> M2[min0.25|k=final],5,-19.49,M2,"['0.038', '0.037', '0.897', '0.028']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,categorisation,false,non_compliant,start,insufficient,"[0.017, 0.859, 0.783, 0.754]",M4,"['0.002', '0.002', '0.020', '0.976']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M4[ban0.98|k=start] -> M4[ban0.98|k=start] -> M2[ban0.51|k=start] -> M2[ban0.51|k=start] -> M3[hig1.00|k=evidence] -> M3[min0.25|k=final],5,-84.9,M3,"['0.000', '0.000', '1.000', '0.000']",evidence,Reject,M3_d,Reject_M3_d
structured,none,false,adequacy,start,insufficient,"[0.179, 0.713, 0.955, 0.93]",M1,"['0.229', '0.207', '0.187', '0.377']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-89.9,M2,"['0.000', '0.001', '0.999', '0.000']",evidence,Reject,M2_c,Reject_M2_c
unstructured_text,verification,high-risk,EU_only,start,insufficient,"[0.084, 0.939, 0.959, 0.733]",M2,"['0.047', '0.081', '0.768', '0.104']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M2[hig0.77|k=start] -> M1[hig0.72|k=start] -> M1[hig0.72|k=start] -> M1[hig0.72|k=start] -> M2[hig1.00|k=evidence] -> M2[min0.25|k=final],5,-34.89,M2,"['0.000', '0.002', '0.997', '0.001']",evidence,Reject,M2_c,Reject_M2_c
image,remote_id,high-risk,EU_only,start,insufficient,"[0.132, 0.979, 0.71, 0.883]",M2,"['0.004', '0.006', '0.973', '0.016']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_accept,M2[hig0.97|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.83|k=start] -> M1[hig0.56|k=evidence] -> M1[min0.95|k=evidence] -> M1[min0.25|k=final],6,54.8,M1,"['0.951', '0.010', '0.029', '0.010']",evidence,Accept,M1_a,Accept_M1_a
unstructured_text,none,false,inadequate_SCC,start,suboptimal,"[0.143, 0.942, 0.885, 0.875]",M3,"['0.205', '0.338', '0.374', '0.083']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.37|k=start] -> M3[hig0.37|k=start] -> M2[lim0.36|k=start] -> M2[lim0.36|k=start] -> M3[hig0.98|k=evidence] -> M3[min0.25|k=final],5,45.16,M3,"['0.006', '0.006', '0.985', '0.003']",evidence,Reject,M3_c,Reject_M3_c
unstructured_text,none,false,adequacy,start,insufficient,"[0.098, 0.875, 0.934, 0.755]",M1,"['0.229', '0.207', '0.187', '0.377']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_eval -> a_reject,M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M1[ban0.38|k=start] -> M1[min0.57|k=evidence] -> M1[min0.88|k=evidence] -> M1[min0.25|k=final],6,-49.93,M1,"['0.883', '0.005', '0.110', '0.002']",evidence,Reject,M1_a,Reject_M1_a
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.125, 0.968, 0.958, 0.726]",M3,"['0.001', '0.001', '0.995', '0.003']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M3[hig1.00|k=start] -> M3[min0.25|k=final],4,31.0,M3,"['0.001', '0.001', '0.995', '0.003']",start,Reject,M3_d,Reject_M3_d
unstructured_text,none,false,non_compliant,start,suboptimal,"[0.105, 0.934, 0.898, 0.807]",M3,"['0.129', '0.157', '0.637', '0.078']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.64|k=start] -> M2[hig0.43|k=start] -> M3[hig0.54|k=start] -> M3[hig0.54|k=start] -> M4[ban0.99|k=evidence] -> M4[min0.25|k=final],5,-84.88,M4,"['0.000', '0.003', '0.002', '0.994']",evidence,Reject,M4_d,Reject_M4_d
unstructured_text,verification,high-risk,non_compliant,start,insufficient,"[0.186, 0.926, 0.944, 0.926]",M3,"['0.008', '0.017', '0.947', '0.029']",start,a_mitig -> a_mitig -> a_mitig -> a_reject,M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[hig0.95|k=start] -> M3[min0.25|k=final],4,31.0,M3,"['0.008', '0.017', '0.947', '0.029']",start,Reject,M3_d,Reject_M3_d
multimodal,none,false,inadequate_SCC,start,insufficient,"[0.018, 0.949, 0.714, 0.707]",M3,"['0.095', '0.141', '0.573', '0.191']",start,a_mitig -> a_mitig -> a_mitig -> a_eval -> a_reject,M3[hig0.57|k=start] -> M3[hig0.57|k=start] -> M2[hig0.49|k=start] -> M3[hig0.63|k=start] -> M2[hig0.99|k=evidence] -> M2[min0.25|k=final],5,-34.86,M2,"['0.000', '0.009', '0.990', '0.001']",evidence,Reject,M2_b,Reject_M2_b
