d,b,r,c,k,m,m_metrics,initial_identified_model,initial_g,initial_k,actions_sequence,state_trajectory,total_steps,final_state,final_g,final_k,total_reward,decision,terminal_subtype
unstructured_text,none,false,non_compliant,start,insufficient,"[0.104, 0.858, 0.757, 0.839]",M3,"['0.105', '0.086', '0.522', '0.286']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M4 -> M3 -> M4 -> Reject_M4_d,5,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,42,Reject,d
unstructured_text,remote_id,high-risk,EU_only,start,suboptimal,"[0.144, 0.807, 0.933, 0.982]",M2,"['0.006', '0.008', '0.981', '0.005']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_c,2,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,c
unstructured_text,categorisation,false,non_compliant,start,insufficient,"[0.073, 0.89, 0.823, 0.737]",M4,"['0.002', '0.002', '0.020', '0.976']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
multimodal,remote_id,high-risk,EU_only,start,insufficient,"[0.081, 0.71, 0.778, 0.984]",M2,"['0.002', '0.002', '0.989', '0.007']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_d,2,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,d
image,none,false,inadequate_SCC,start,insufficient,"[0.196, 0.869, 0.777, 0.825]",M3,"['0.141', '0.256', '0.346', '0.256']",start,a_eval -> a_reject,M3 -> M4 -> Reject_M4_c,2,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,c
video,categorisation,false,EU_only,start,insufficient,"[0.166, 0.989, 0.871, 0.719]",M4,"['0.004', '0.003', '0.013', '0.980']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
multimodal,remote_id,high-risk,inadequate_SCC,start,insufficient,"[0.042, 0.956, 0.753, 0.793]",M3,"['0.001', '0.001', '0.995', '0.003']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M2 -> M2 -> M2 -> M2 -> M2 -> M2 -> M2 -> M4 -> Reject_M4_d,9,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,34,Reject,d
image,categorisation,false,EU_only,start,suboptimal,"[0.072, 0.885, 0.866, 0.903]",M4,"['0.017', '0.028', '0.025', '0.930']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,-80,Reject,d
structured,categorisation,false,non_compliant,start,insufficient,"[0.026, 0.752, 0.802, 0.899]",M4,"['0.002', '0.002', '0.020', '0.976']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
image,verification,high-risk,inadequate_SCC,start,suboptimal,"[0.046, 0.886, 0.823, 0.821]",M3,"['0.015', '0.102', '0.876', '0.008']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M3 -> M2 -> M3 -> M2 -> M4 -> Reject_M4_d,7,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,38,Reject,d
unstructured_text,remote_id,high-risk,adequacy,start,suboptimal,"[0.036, 0.938, 0.882, 0.958]",M2,"['0.005', '0.009', '0.983', '0.004']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M2 -> M2 -> M3 -> M3 -> M2 -> M3 -> M3 -> M2 -> M4 -> Reject_M4_d,9,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,34,Reject,d
unstructured_text,categorisation,false,EU_only,start,insufficient,"[0.128, 0.72, 0.971, 0.972]",M4,"['0.004', '0.003', '0.004', '0.989']",start,a_reject,M4 -> Reject_M4_d,1,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,50,Reject,d
video,none,false,EU_only,start,suboptimal,"[0.095, 0.981, 0.874, 0.821]",M2,"['0.201', '0.271', '0.447', '0.082']",start,a_eval -> a_reject,M2 -> M4 -> Reject_M4_c,2,Reject_M4_c,"['0.250', '0.250', '0.250', '0.250']",final,48,Reject,c
unstructured_text,remote_id,high-risk,non_compliant,start,insufficient,"[0.163, 0.937, 0.803, 0.89]",M3,"['0.001', '0.001', '0.993', '0.005']",start,a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_eval -> a_reject,M3 -> M3 -> M2 -> M3 -> M2 -> M3 -> M3 -> M4 -> Reject_M4_d,8,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,-94,Reject,d
unstructured_text,remote_id,high-risk,EU_only,start,insufficient,"[0.058, 0.978, 0.825, 0.777]",M2,"['0.006', '0.005', '0.967', '0.022']",start,a_eval -> a_eval -> a_eval -> a_reject,M2 -> M3 -> M3 -> M4 -> Reject_M4_d,4,Reject_M4_d,"['0.250', '0.250', '0.250', '0.250']",final,44,Reject,d
